id,name,movie_id,vote_average
878,Science Fiction,9102,6.1
99,Documentary,124626,7.3
18,Drama,27526,6.1
53,Thriller,27526,6.1
18,Drama,9623,5.5
53,Thriller,9623,5.5
10751,Family,46785,7.5
18,Drama,46785,7.5
18,Drama,400,6.7
80,Crime,400,6.7
18,Drama,880,7.2
35,Comedy,880,7.2
10749,Romance,146599,4.5
18,Drama,146599,4.5
18,Drama,8447,6.3
10749,Romance,8447,6.3
28,Action,10534,6.3
18,Drama,10534,6.3
12,Adventure,17414,5.1
35,Comedy,17414,5.1
10751,Family,17414,5.1
35,Comedy,13997,6.0
80,Crime,2086,6.1
18,Drama,2086,6.1
53,Thriller,2086,6.1
18,Drama,61548,6.7
18,Drama,9095,5.7
27,Horror,9095,5.7
53,Thriller,9095,5.7
10749,Romance,9095,5.7
35,Comedy,12158,4.5
27,Horror,12158,4.5
10749,Romance,12158,4.5
35,Comedy,9283,6.6
18,Drama,9283,6.6
10749,Romance,9283,6.6
28,Action,9208,5.7
12,Adventure,9208,5.7
18,Drama,9208,5.7
53,Thriller,9208,5.7
35,Comedy,40154,7.5
18,Drama,406,7.9
28,Action,45549,5.6
12,Adventure,45549,5.6
18,Drama,45549,5.6
878,Science Fiction,45549,5.6
53,Thriller,45549,5.6
99,Documentary,63076,6.8
18,Drama,11062,6.0
53,Thriller,11062,6.0
35,Comedy,13685,6.8
80,Crime,13685,6.8
18,Drama,13685,6.8
35,Comedy,47475,3.3
10749,Romance,47475,3.3
18,Drama,2045,5.3
9648,Mystery,2045,5.3
878,Science Fiction,2045,5.3
53,Thriller,2045,5.3
35,Comedy,9614,6.5
18,Drama,688,7.3
10749,Romance,688,7.3
18,Drama,11907,5.1
35,Comedy,11907,5.1
10751,Family,11907,5.1
28,Action,10874,6.5
35,Comedy,10874,6.5
10402,Music,10874,6.5
10751,Family,10874,6.5
12,Adventure,10874,6.5
99,Documentary,89333,7.0
80,Crime,96357,0.0
28,Action,197,7.7
18,Drama,197,7.7
36,History,197,7.7
10752,War,197,7.7
80,Crime,103,8.1
18,Drama,103,8.1
80,Crime,33542,6.5
28,Action,33542,6.5
35,Comedy,33542,6.5
53,Thriller,33542,6.5
18,Drama,43566,5.8
53,Thriller,43566,5.8
18,Drama,71754,7.5
35,Comedy,43612,7.0
99,Documentary,51352,7.3
18,Drama,51352,7.3
10769,Foreign,51352,7.3
35,Comedy,16934,6.9
80,Crime,16934,6.9
18,Drama,16934,6.9
35,Comedy,10324,5.4
10749,Romance,10324,5.4
35,Comedy,78406,5.1
18,Drama,78406,5.1
28,Action,55731,5.2
12,Adventure,55731,5.2
35,Comedy,55731,5.2
18,Drama,55731,5.2
10751,Family,55731,5.2
18,Drama,32119,7.0
35,Comedy,11066,5.4
10749,Romance,11066,5.4
18,Drama,11104,7.9
35,Comedy,11104,7.9
10749,Romance,11104,7.9
18,Drama,37975,6.8
10749,Romance,37975,6.8
35,Comedy,2074,6.3
10749,Romance,2074,6.3
14,Fantasy,27793,4.4
18,Drama,44284,4.3
35,Comedy,110972,7.0
10749,Romance,110972,7.0
35,Comedy,32622,5.6
18,Drama,32622,5.6
18,Drama,73067,5.4
10749,Romance,73067,5.4
10752,War,73067,5.4
28,Action,11863,5.1
53,Thriller,11863,5.1
9648,Mystery,11863,5.1
10749,Romance,11863,5.1
35,Comedy,55475,5.5
18,Drama,55475,5.5
10749,Romance,55475,5.5
10402,Music,124636,0.0
99,Documentary,124636,0.0
35,Comedy,9101,5.6
99,Documentary,123360,6.5
35,Comedy,5757,3.8
18,Drama,39428,7.2
18,Drama,9302,5.9
10749,Romance,9302,5.9
35,Comedy,11000,6.7
18,Drama,249882,7.0
35,Comedy,16388,6.3
18,Drama,16388,6.3
10749,Romance,16388,6.3
28,Action,9737,6.5
35,Comedy,9737,6.5
80,Crime,9737,6.5
53,Thriller,9737,6.5
28,Action,30765,5.0
12,Adventure,30765,5.0
18,Drama,30765,5.0
10751,Family,30765,5.0
18,Drama,10474,7.2
80,Crime,10474,7.2
10749,Romance,22279,6.0
18,Drama,22279,6.0
35,Comedy,22279,6.0
80,Crime,30157,6.5
35,Comedy,30157,6.5
18,Drama,30157,6.5
53,Thriller,30157,6.5
18,Drama,568,7.3
12,Adventure,11780,6.5
18,Drama,34996,6.4
27,Horror,34996,6.4
28,Action,414,5.2
80,Crime,414,5.2
14,Fantasy,414,5.2
18,Drama,649,7.3
10749,Romance,649,7.3
18,Drama,1873,6.4
53,Thriller,1873,6.4
35,Comedy,5894,6.8
28,Action,1775,5.9
35,Comedy,1775,5.9
14,Fantasy,8839,6.0
35,Comedy,8839,6.0
10751,Family,8839,6.0
9648,Mystery,20649,6.8
80,Crime,20649,6.8
18,Drama,20649,6.8
28,Action,10329,5.0
12,Adventure,10329,5.0
18,Drama,10329,5.0
9648,Mystery,10329,5.0
878,Science Fiction,10329,5.0
53,Thriller,10329,5.0
28,Action,8963,7.0
53,Thriller,8963,7.0
18,Drama,8963,7.0
99,Documentary,26564,7.6
53,Thriller,8068,6.8
28,Action,8068,6.8
80,Crime,8068,6.8
18,Drama,8512,6.3
9648,Mystery,8512,6.3
53,Thriller,8512,6.3
28,Action,1572,6.9
53,Thriller,1572,6.9
28,Action,13552,5.6
35,Comedy,13552,5.6
80,Crime,13552,5.6
18,Drama,13552,5.6
18,Drama,259209,0.0
80,Crime,259209,0.0
28,Action,6520,5.9
12,Adventure,6520,5.9
18,Drama,6520,5.9
10749,Romance,6520,5.9
12,Adventure,9073,5.5
28,Action,10428,6.2
80,Crime,10428,6.2
53,Thriller,10428,6.2
18,Drama,10428,6.2
35,Comedy,17447,6.5
18,Drama,17447,6.5
10749,Romance,17447,6.5
12,Adventure,9886,5.5
28,Action,9886,5.5
18,Drama,9886,5.5
878,Science Fiction,9886,5.5
53,Thriller,9886,5.5
878,Science Fiction,9482,5.4
35,Comedy,19326,4.0
18,Drama,19326,4.0
18,Drama,9344,6.8
80,Crime,9344,6.8
18,Drama,9071,7.2
35,Comedy,9071,7.2
9648,Mystery,8973,5.9
27,Horror,8973,5.9
53,Thriller,8973,5.9
35,Comedy,15730,7.0
18,Drama,15730,7.0
18,Drama,47608,5.5
10751,Family,47608,5.5
10749,Romance,47608,5.5
10749,Romance,2293,6.8
35,Comedy,2293,6.8
28,Action,9070,5.2
12,Adventure,9070,5.2
878,Science Fiction,9070,5.2
10751,Family,9070,5.2
14,Fantasy,9070,5.2
35,Comedy,68274,5.6
18,Drama,68274,5.6
10749,Romance,68274,5.6
53,Thriller,48787,6.4
10769,Foreign,48787,6.4
27,Horror,34574,5.9
53,Thriller,34574,5.9
80,Crime,1642,5.6
18,Drama,1642,5.6
9648,Mystery,1642,5.6
53,Thriller,1642,5.6
28,Action,1642,5.6
35,Comedy,11472,5.5
35,Comedy,36196,5.8
14,Fantasy,11980,6.4
27,Horror,11980,6.4
53,Thriller,11980,6.4
14,Fantasy,58372,10.0
35,Comedy,58372,10.0
18,Drama,58372,10.0
18,Drama,32646,7.2
18,Drama,10533,5.5
36,History,10533,5.5
10749,Romance,10533,5.5
99,Documentary,56088,5.3
18,Drama,10802,4.9
35,Comedy,10149,7.2
18,Drama,10149,7.2
35,Comedy,18402,5.7
878,Science Fiction,9348,5.5
27,Horror,9348,5.5
28,Action,9348,5.5
18,Drama,139408,6.6
80,Crime,281,6.8
18,Drama,281,6.8
878,Science Fiction,281,6.8
53,Thriller,281,6.8
18,Drama,5967,7.6
10749,Romance,5967,7.6
53,Thriller,79593,4.6
18,Drama,47939,6.1
14,Fantasy,47939,6.1
18,Drama,36834,6.5
10749,Romance,36834,6.5
35,Comedy,9090,6.3
28,Action,3512,5.6
53,Thriller,3512,5.6
35,Comedy,52856,6.4
18,Drama,52856,6.4
10751,Family,52856,6.4
99,Documentary,77350,6.0
18,Drama,9560,6.5
10749,Romance,9560,6.5
12,Adventure,9804,5.9
28,Action,9804,5.9
18,Drama,31611,5.1
28,Action,65796,5.9
37,Western,65796,5.9
18,Drama,49805,6.0
12,Adventure,26258,4.9
28,Action,26258,4.9
35,Comedy,26258,4.9
80,Crime,26258,4.9
10751,Family,26258,4.9
18,Drama,50797,6.7
18,Drama,19155,7.7
10752,War,19155,7.7
18,Drama,76,7.7
10749,Romance,76,7.7
35,Comedy,11017,6.2
18,Drama,37141,4.7
53,Thriller,37141,4.7
35,Comedy,9382,6.3
18,Drama,9382,6.3
18,Drama,6715,7.2
10751,Family,6715,7.2
53,Thriller,18256,5.8
18,Drama,18256,5.8
27,Horror,18256,5.8
9648,Mystery,18256,5.8
18,Drama,22625,6.5
10751,Family,22625,6.5
10749,Romance,22625,6.5
35,Comedy,2292,7.4
10749,Romance,1909,6.3
18,Drama,1909,6.3
35,Comedy,1909,6.3
18,Drama,8984,5.9
53,Thriller,8984,5.9
80,Crime,8984,5.9
9648,Mystery,8984,5.9
10749,Romance,8984,5.9
53,Thriller,61813,2.5
28,Action,4954,5.1
12,Adventure,4954,5.1
53,Thriller,4954,5.1
80,Crime,62488,5.3
35,Comedy,62488,5.3
14,Fantasy,62488,5.3
18,Drama,10531,7.1
53,Thriller,10531,7.1
9648,Mystery,10531,7.1
80,Crime,11929,7.1
18,Drama,11929,7.1
9648,Mystery,11929,7.1
35,Comedy,8467,6.5
35,Comedy,10451,7.5
18,Drama,10451,7.5
10749,Romance,10451,7.5
18,Drama,20156,6.5
9648,Mystery,20156,6.5
53,Thriller,18395,4.3
35,Comedy,18395,4.3
80,Crime,18395,4.3
10749,Romance,18395,4.3
35,Comedy,522,7.3
18,Drama,522,7.3
36,History,522,7.3
35,Comedy,397,6.2
10749,Romance,397,6.2
35,Comedy,10525,6.1
18,Drama,10525,6.1
10749,Romance,10525,6.1
28,Action,27985,5.6
12,Adventure,27985,5.6
18,Drama,27985,5.6
10751,Family,27985,5.6
10749,Romance,15789,6.7
16,Animation,15789,6.7
10751,Family,15789,6.7
35,Comedy,15789,6.7
12,Adventure,15789,6.7
18,Drama,27303,5.0
53,Thriller,27303,5.0
18,Drama,21183,6.6
10751,Family,21183,6.6
14,Fantasy,21183,6.6
36,History,10954,5.9
18,Drama,10954,5.9
18,Drama,47867,3.0
10751,Family,47867,3.0
14,Fantasy,47867,3.0
14,Fantasy,43475,5.0
16,Animation,43475,5.0
878,Science Fiction,43475,5.0
10751,Family,43475,5.0
18,Drama,72031,5.4
28,Action,72031,5.4
53,Thriller,72031,5.4
80,Crime,72031,5.4
99,Documentary,14275,7.7
18,Drama,1024,6.9
14,Fantasy,1024,6.9
35,Comedy,17207,6.0
10751,Family,17207,6.0
18,Drama,13701,6.9
10402,Music,13701,6.9
10749,Romance,13701,6.9
35,Comedy,14819,6.0
10751,Family,14819,6.0
18,Drama,14819,6.0
28,Action,32631,6.0
53,Thriller,32631,6.0
35,Comedy,11777,5.9
18,Drama,11777,5.9
10749,Romance,11777,5.9
27,Horror,628,7.2
10749,Romance,628,7.2
18,Drama,87729,5.2
10749,Romance,87729,5.2
35,Comedy,18713,4.8
80,Crime,18713,4.8
35,Comedy,6280,4.7
10751,Family,6280,4.7
10749,Romance,6280,4.7
28,Action,9061,6.0
18,Drama,9061,6.0
9648,Mystery,9061,6.0
53,Thriller,9061,6.0
12,Adventure,37108,4.3
14,Fantasy,37108,4.3
35,Comedy,37108,4.3
878,Science Fiction,37108,4.3
10751,Family,37108,4.3
28,Action,6071,5.7
80,Crime,6071,5.7
18,Drama,6071,5.7
53,Thriller,6071,5.7
12,Adventure,11,8.1
28,Action,11,8.1
878,Science Fiction,11,8.1
18,Drama,9587,7.0
10749,Romance,9587,7.0
18,Drama,19101,7.4
10751,Family,19101,7.4
14,Fantasy,19101,7.4
18,Drama,49980,7.4
80,Crime,17961,6.6
18,Drama,17961,6.6
18,Drama,18183,6.6
10749,Romance,18183,6.6
12,Adventure,4476,7.2
18,Drama,4476,7.2
10749,Romance,4476,7.2
10752,War,4476,7.2
12,Adventure,11008,6.1
35,Comedy,11008,6.1
10751,Family,11008,6.1
28,Action,47504,6.4
18,Drama,47504,6.4
80,Crime,32325,5.7
18,Drama,32325,5.7
18,Drama,43742,4.3
10749,Romance,43742,4.3
18,Drama,28313,6.4
35,Comedy,11318,6.7
18,Drama,11318,6.7
36,History,11318,6.7
18,Drama,3036,6.1
27,Horror,3036,6.1
878,Science Fiction,3036,6.1
10749,Romance,3036,6.1
28,Action,40490,5.1
35,Comedy,40490,5.1
10751,Family,40490,5.1
35,Comedy,24070,5.2
18,Drama,24070,5.2
10749,Romance,24070,5.2
35,Comedy,8986,5.6
10749,Romance,8986,5.6
14,Fantasy,10510,6.4
18,Drama,10510,6.4
10751,Family,10510,6.4
35,Comedy,17402,5.6
10749,Romance,17402,5.6
35,Comedy,38722,7.0
18,Drama,38722,7.0
80,Crime,8438,6.9
18,Drama,8438,6.9
18,Drama,11593,7.0
35,Comedy,11593,7.0
18,Drama,1945,6.1
53,Thriller,1945,6.1
80,Crime,39310,6.9
18,Drama,39310,6.9
28,Action,109560,0.0
53,Thriller,109560,0.0
80,Crime,109560,0.0
18,Drama,109560,0.0
27,Horror,56428,4.0
878,Science Fiction,63105,4.6
28,Action,63105,4.6
53,Thriller,63105,4.6
18,Drama,131957,7.4
10749,Romance,131957,7.4
80,Crime,241,6.9
53,Thriller,241,6.9
18,Drama,241,6.9
35,Comedy,9058,6.4
18,Drama,9058,6.4
10749,Romance,9058,6.4
18,Drama,527,7.6
18,Drama,18220,4.6
10749,Romance,18220,4.6
53,Thriller,18220,4.6
28,Action,6950,6.4
18,Drama,6950,6.4
878,Science Fiction,6950,6.4
53,Thriller,6950,6.4
53,Thriller,101,8.2
80,Crime,101,8.2
18,Drama,101,8.2
35,Comedy,63020,6.6
18,Drama,63020,6.6
10749,Romance,63020,6.6
35,Comedy,2307,7.0
18,Drama,2307,7.0
10749,Romance,2307,7.0
53,Thriller,680,8.3
80,Crime,680,8.3
18,Drama,41478,6.4
35,Comedy,25296,6.1
18,Drama,25296,6.1
18,Drama,40156,6.4
10749,Romance,40156,6.4
36,History,11450,7.1
18,Drama,11450,7.1
18,Drama,30304,7.4
36,History,30304,7.4
18,Drama,10452,7.0
36,History,10452,7.0
28,Action,12106,6.2
37,Western,12106,6.2
18,Drama,161495,6.4
35,Comedy,161495,6.4
18,Drama,3586,5.3
35,Comedy,3586,5.3
18,Drama,110,7.8
9648,Mystery,110,7.8
10749,Romance,110,7.8
18,Drama,108,7.7
10402,Music,108,7.7
9648,Mystery,108,7.7
35,Comedy,109,7.3
18,Drama,109,7.3
9648,Mystery,109,7.3
18,Drama,159185,7.0
35,Comedy,36357,5.1
10751,Family,36357,5.1
10770,TV Movie,36357,5.1
27,Horror,92769,4.7
18,Drama,92769,4.7
35,Comedy,28033,5.0
18,Drama,28033,5.0
16,Animation,22586,6.5
18,Drama,14334,6.1
10751,Family,14334,6.1
14,Fantasy,14334,6.1
28,Action,2636,5.5
53,Thriller,2636,5.5
28,Action,2164,6.8
12,Adventure,2164,6.8
878,Science Fiction,2164,6.8
14,Fantasy,11395,6.3
18,Drama,11395,6.3
35,Comedy,11395,6.3
10751,Family,11395,6.3
18,Drama,278,8.5
80,Crime,278,8.5
80,Crime,9905,7.0
53,Thriller,9905,7.0
18,Drama,87078,6.0
53,Thriller,87078,6.0
35,Comedy,12527,7.1
18,Drama,12527,7.1
80,Crime,20306,6.7
35,Comedy,20306,6.7
35,Comedy,36614,6.0
18,Drama,36614,6.0
10749,Romance,36614,6.0
35,Comedy,27993,5.7
18,Drama,31439,7.7
10749,Romance,31439,7.7
10752,War,31439,7.7
28,Action,9067,5.5
35,Comedy,9067,5.5
14,Fantasy,9067,5.5
878,Science Fiction,9067,5.5
27,Horror,9059,6.7
35,Comedy,9059,6.7
53,Thriller,9059,6.7
878,Science Fiction,193,6.4
28,Action,193,6.4
12,Adventure,193,6.4
53,Thriller,193,6.4
80,Crime,25066,5.4
27,Horror,25066,5.4
53,Thriller,25066,5.4
18,Drama,46797,5.8
10749,Romance,46797,5.8
53,Thriller,12122,5.6
27,Horror,12122,5.6
878,Science Fiction,12122,5.6
35,Comedy,11381,6.8
18,Drama,32636,6.1
10749,Romance,32636,6.1
53,Thriller,36141,5.6
80,Crime,36141,5.6
18,Drama,95963,6.6
10752,War,95963,6.6
10749,Romance,1587,7.5
18,Drama,1587,7.5
28,Action,9271,5.4
80,Crime,9271,5.4
878,Science Fiction,9271,5.4
53,Thriller,9271,5.4
35,Comedy,2064,6.5
18,Drama,2064,6.5
10749,Romance,2064,6.5
18,Drama,19855,6.3
35,Comedy,60855,5.5
10749,Romance,60855,5.5
18,Drama,236,6.9
35,Comedy,236,6.9
10749,Romance,236,6.9
35,Comedy,48287,5.3
18,Drama,48287,5.3
10751,Family,48287,5.3
35,Comedy,3049,6.4
9648,Mystery,3049,6.4
18,Drama,2759,7.2
35,Comedy,2759,7.2
18,Drama,12635,6.2
10402,Music,12635,6.2
53,Thriller,10497,7.0
18,Drama,10497,7.0
10749,Romance,10497,7.0
28,Action,11382,7.0
35,Comedy,11382,7.0
53,Thriller,11382,7.0
28,Action,9331,6.4
18,Drama,9331,6.4
53,Thriller,9331,6.4
18,Drama,10731,6.4
53,Thriller,10731,6.4
80,Crime,10731,6.4
9648,Mystery,10731,6.4
35,Comedy,10464,6.4
18,Drama,10464,6.4
10751,Family,10464,6.4
10749,Romance,10464,6.4
35,Comedy,34152,6.7
18,Drama,34152,6.7
14,Fantasy,9495,7.3
28,Action,9495,7.3
53,Thriller,9495,7.3
18,Drama,29973,6.1
14,Fantasy,888,5.0
35,Comedy,888,5.0
10751,Family,888,5.0
35,Comedy,13,8.2
18,Drama,13,8.2
10749,Romance,13,8.2
35,Comedy,712,6.6
18,Drama,712,6.6
10749,Romance,712,6.6
10749,Romance,16295,6.4
18,Drama,16295,6.4
80,Crime,16295,6.4
35,Comedy,48992,6.3
18,Drama,48992,6.3
10749,Romance,48992,6.3
28,Action,10879,5.3
35,Comedy,10879,5.3
10749,Romance,10879,5.3
35,Comedy,10660,6.1
18,Drama,10660,6.1
10749,Romance,10660,6.1
12,Adventure,10714,5.9
18,Drama,10714,5.9
10751,Family,10714,5.9
99,Documentary,41647,7.3
10769,Foreign,41647,7.3
10751,Family,8587,8.0
16,Animation,8587,8.0
18,Drama,8587,8.0
18,Drama,1689,6.0
36,History,1689,6.0
27,Horror,11596,6.4
53,Thriller,11596,6.4
9648,Mystery,11596,6.4
14,Fantasy,11596,6.4
10749,Romance,854,6.6
35,Comedy,854,6.6
80,Crime,854,6.6
14,Fantasy,854,6.6
28,Action,9359,6.6
12,Adventure,9359,6.6
35,Comedy,9359,6.6
18,Drama,9359,6.6
37,Western,9359,6.6
18,Drama,23333,6.3
35,Comedy,36593,6.4
80,Crime,36593,6.4
35,Comedy,12280,6.1
18,Drama,12280,6.1
18,Drama,2788,6.5
80,Crime,10427,6.4
18,Drama,10427,6.4
53,Thriller,10427,6.4
35,Comedy,11011,5.4
10751,Family,11011,5.4
18,Drama,49803,4.9
28,Action,8987,6.1
12,Adventure,8987,6.1
80,Crime,8987,6.1
53,Thriller,8987,6.1
28,Action,1637,6.8
12,Adventure,1637,6.8
80,Crime,1637,6.8
35,Comedy,15128,5.5
10749,Romance,15128,5.5
53,Thriller,8831,5.5
878,Science Fiction,8831,5.5
28,Action,8831,5.5
80,Crime,8831,5.5
28,Action,36955,6.8
53,Thriller,36955,6.8
18,Drama,10449,6.0
10749,Romance,10449,6.0
14,Fantasy,10395,6.0
18,Drama,12160,6.5
28,Action,12160,6.5
37,Western,12160,6.5
28,Action,40480,4.9
80,Crime,40480,4.9
10749,Romance,40480,4.9
53,Thriller,40480,4.9
35,Comedy,52038,6.5
18,Drama,52038,6.5
35,Comedy,29444,6.1
18,Drama,29444,6.1
28,Action,26352,6.0
35,Comedy,26352,6.0
80,Crime,26352,6.0
18,Drama,39953,2.0
18,Drama,41580,5.9
28,Action,315,6.5
80,Crime,315,6.5
80,Crime,22067,5.9
18,Drama,22067,5.9
10749,Romance,22067,5.9
16,Animation,18242,7.1
878,Science Fiction,18242,7.1
28,Action,11667,4.1
12,Adventure,11667,4.1
53,Thriller,11667,4.1
28,Action,32502,6.7
35,Comedy,32502,6.7
28,Action,28732,6.3
12,Adventure,28732,6.3
80,Crime,28732,6.3
18,Drama,28732,6.3
53,Thriller,28732,6.3
27,Horror,75555,3.4
53,Thriller,75555,3.4
99,Documentary,42981,7.5
10749,Romance,278939,10.0
12,Adventure,278939,10.0
80,Crime,278939,10.0
18,Drama,278939,10.0
53,Thriller,291731,0.0
18,Drama,291731,0.0
28,Action,226229,4.0
53,Thriller,226229,4.0
35,Comedy,203119,0.0
99,Documentary,316098,4.0
28,Action,8011,4.5
14,Fantasy,8011,4.5
878,Science Fiction,8011,4.5
27,Horror,2654,7.1
9648,Mystery,2654,7.1
53,Thriller,2654,7.1
18,Drama,18069,7.2
10749,Romance,18069,7.2
80,Crime,19092,6.7
18,Drama,19092,6.7
35,Comedy,2758,6.5
10751,Family,2758,6.5
14,Fantasy,2758,6.5
35,Comedy,38129,4.5
18,Drama,10436,7.0
10749,Romance,10436,7.0
35,Comedy,13595,5.8
80,Crime,13595,5.8
10402,Music,13595,5.8
35,Comedy,46094,5.1
10751,Family,46094,5.1
28,Action,9409,4.9
35,Comedy,9409,4.9
28,Action,11853,4.6
12,Adventure,11853,4.6
35,Comedy,11853,4.6
18,Drama,11853,4.6
37,Western,11853,4.6
35,Comedy,16771,6.6
18,Drama,16771,6.6
10749,Romance,16771,6.6
18,Drama,46924,5.0
35,Comedy,46924,5.0
14,Fantasy,46924,5.0
35,Comedy,11041,5.0
28,Action,306,5.5
35,Comedy,306,5.5
80,Crime,306,5.5
28,Action,14522,6.6
12,Adventure,14522,6.6
18,Drama,14522,6.6
10751,Family,14522,6.6
9648,Mystery,26203,6.3
80,Crime,26203,6.3
18,Drama,26203,6.3
53,Thriller,26203,6.3
18,Drama,178,6.0
28,Action,178,6.0
53,Thriller,178,6.0
18,Drama,19819,5.7
18,Drama,57834,6.1
10749,Romance,57834,6.1
27,Horror,4722,5.8
878,Science Fiction,4722,5.8
53,Thriller,4722,5.8
18,Drama,18215,4.5
10749,Romance,18215,4.5
18,Drama,1607,7.4
80,Crime,1607,7.4
35,Comedy,26391,4.9
18,Drama,117553,3.7
35,Comedy,117553,3.7
28,Action,6075,7.7
80,Crime,6075,7.7
18,Drama,6075,7.7
53,Thriller,6075,7.7
28,Action,11310,4.9
35,Comedy,11310,4.9
18,Drama,11310,4.9
37,Western,11310,4.9
35,Comedy,18658,5.7
53,Thriller,18658,5.7
9648,Mystery,18658,5.7
28,Action,9350,6.1
12,Adventure,9350,6.1
53,Thriller,9350,6.1
35,Comedy,9612,4.8
878,Science Fiction,9612,4.8
