movie_id,original_title,name,budget,revenue,release_year,return,ganancia
139405,Across the Sea of Time,stephen low,0.0,0.0,1995,0.0,0.0
33689,It Takes Two,andy tennant,0.0,0.0,1995,0.0,0.0
9603,Clueless,amy heckerling,12000000.0,0.0,1995,0.0,-12000000.0
34615,"Cry, the Beloved Country",darrell james roodt,0.0,676525.0,1995,0.0,676525.0
31174,Richard III,richard loncraine,0.0,0.0,1995,0.0,0.0
11443,Dead Presidents,albert hughes,10000000.0,0.0,1995,0.0,-10000000.0
11443,Dead Presidents,allen hughes,10000000.0,0.0,1995,0.0,-10000000.0
35196,Restoration,michael hoffman,19000000.0,0.0,1995,0.0,-19000000.0
9312,Mortal Kombat,paul w.s. anderson,18000000.0,122195920.0,1995,6.788662222222222,104195920.0
577,To Die For,gus van sant,20000000.0,21284514.0,1995,1.0642257,1284514.0
11861,How To Make An American Quilt,jocelyn moorhouse,10000000.0,23574130.0,1995,2.357413,13574130.0
807,Se7en,david fincher,33000000.0,327311859.0,1995,9.91854118181818,294311859.0
10530,Pocahontas,mike gabriel,55000000.0,346079773.0,1995,6.292359509090909,291079773.0
10530,Pocahontas,eric goldberg,55000000.0,346079773.0,1995,6.292359509090909,291079773.0
8391,When Night Is Falling,patricia rozema,0.0,0.0,1995,0.0,0.0
629,The Usual Suspects,bryan singer,6000000.0,23341568.0,1995,3.890261333333333,17341568.0
117164,Guardian Angel,richard w. munchkin,0.0,0.0,1994,0.0,0.0
11448,Mighty Aphrodite,woody allen,15000000.0,6700000.0,1995,0.4466666666666666,-8300000.0
49133,Lamerica,gianni amelio,0.0,0.0,1994,0.0,0.0
26441,The Big Green,holly goldberg sloan,0.0,0.0,1995,0.0,0.0
97406,Georgia,ulu grosbard,0.0,0.0,1995,0.0,0.0
124057,Kids of the Round Table,robert tinnell,0.0,0.0,1997,0.0,0.0
9089,Home for the Holidays,jodie foster,0.0,17519169.0,1995,0.0,17519169.0
11010,Il postino,michael radford,0.0,0.0,1994,0.0,0.0
99040,Le confessionnal,robert lepage,0.0,0.0,1995,0.0,0.0
11359,The Indian in the Cupboard,frank oz,45000000.0,0.0,1995,0.0,-45000000.0
17182,Eye for an Eye,john schlesinger,20000000.0,0.0,1996,0.0,-20000000.0
2054,Mr. Holland's Opus,stephen herek,0.0,106269971.0,1995,0.0,106269971.0
10607,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,paris barclay,0.0,0.0,1996,0.0,0.0
19760,Two If by Sea,bill bennett,0.0,0.0,1996,0.0,0.0
9536,Bio-Dome,jason bloom,15000000.0,0.0,1996,0.0,-15000000.0
11525,Lawnmower Man 2: Beyond Cyberspace,farhad mann,0.0,2409225.0,1996,0.0,2409225.0
40628,Two Bits,james foley,0.0,0.0,1995,0.0,0.0
4482,Gazon maudit,josiane balasko,0.0,0.0,1995,0.0,0.0
10634,Friday,f. gary gray,3500000.0,28215918.0,1995,8.061690857142857,24715918.0
755,From Dusk Till Dawn,robert rodriguez,19000000.0,25836616.0,1996,1.359821894736842,6836616.0
11859,Fair Game,andrew sipes,50000000.0,11534477.0,1995,0.23068954,-38465523.0
28387,Kicking and Screaming,noah baumbach,0.0,718490.0,1995,0.0,718490.0
48750,Les misérables,claude lelouch,0.0,0.0,1995,0.0,0.0
20927,Bed of Roses,michael goldenberg,0.0,19030691.0,1996,0.0,19030691.0
36929,Big Bully,steve miner,15000000.0,2042530.0,1996,0.1361686666666666,-12957470.0
9102,Screamers,christian duguay,20000000.0,5781885.0,1995,0.28909425,-14218115.0
124626,Nico Icon,susanne ofteringer,0.0,0.0,1995,0.0,0.0
27526,The Crossing Guard,sean penn,0.0,0.0,1995,0.0,0.0
9623,The Juror,brian gibson,44000000.0,0.0,1996,0.0,-44000000.0
46785,بادکنک سفید,jafar panahi,0.0,0.0,1995,0.0,0.0
400,Things to Do in Denver When You're Dead,gary fleder,8000000.0,529766.0,1995,0.06622075,-7470234.0
880,Antonia,marleen gorris,900000.0,0.0,1995,0.0,-900000.0
146599,Once Upon a Time... When We Were Colored,tim reid,0.0,0.0,1996,0.0,0.0
188588,Last Summer in the Hamptons,henry jaglom,0.0,0.0,1995,0.0,0.0
8447,Angels and Insects,philip haas,0.0,0.0,1995,0.0,0.0
10534,White Squall,ridley scott,38000000.0,10300000.0,1996,0.2710526315789474,-27700000.0
17414,Dunston Checks In,ken kwapis,16000000.0,0.0,1996,0.0,-16000000.0
13997,Black Sheep,penelope spheeris,0.0,32.0,1996,0.0,32.0
2086,Nick of Time,john badham,8169363.0,8175346.0,1995,1.000732370443081,5983.0
61548,The Journey of August King,john duigan,0.0,0.0,1995,0.0,0.0
9095,Mary Reilly,stephen frears,47000000.0,12379402.0,1996,0.2633915319148936,-34620598.0
12158,Vampire in Brooklyn,wes craven,14000000.0,19800000.0,1995,1.4142857142857144,5800000.0
9283,Beautiful Girls,ted demme,0.0,0.0,1996,0.0,0.0
9208,Broken Arrow,john woo,50000000.0,150270147.0,1996,3.00540294,100270147.0
40154,A Midwinter's Tale,kenneth branagh,0.0,0.0,1995,0.0,0.0
406,La Haine,mathieu kassovitz,3000000.0,0.0,1995,0.0,-3000000.0
45549,Shopping,paul w.s. anderson,0.0,0.0,1994,0.0,0.0
63076,Heidi Fleiss: Hollywood Madam,nick broomfield,0.0,0.0,1995,0.0,0.0
11062,City Hall,harold becker,0.0,0.0,1996,0.0,0.0
13685,Bottle Rocket,wes anderson,7000000.0,560069.0,1996,0.0800098571428571,-6439931.0
47475,Mr. Wrong,nick castle,0.0,0.0,1996,0.0,0.0
2045,Unforgettable,john dahl,18000000.0,0.0,1996,0.0,-18000000.0
9614,Happy Gilmore,dennis dugan,12000000.0,41205099.0,1996,3.43375825,29205099.0
688,The Bridges of Madison County,clint eastwood,24000000.0,182016617.0,1995,7.584025708333333,158016617.0
11907,Keiner liebt mich,doris dorrie,0.0,0.0,1994,0.0,0.0
10874,Muppet Treasure Island,brian henson,0.0,34327391.0,1996,0.0,34327391.0
89333,Catwalk,robert leacock,0.0,0.0,1995,0.0,0.0
96357,Headless Body in Topless Bar,james bruce,0.0,0.0,1995,0.0,0.0
197,Braveheart,mel gibson,72000000.0,210000000.0,1995,2.9166666666666665,138000000.0
103,Taxi Driver,martin scorsese,1300000.0,28262574.0,1976,21.74044153846154,26962574.0
33542,紅番區,stanley tong,7500000.0,32392047.0,1995,4.3189396,24892047.0
43566,Before and After,barbet schroeder,35000000.0,0.0,1996,0.0,-35000000.0
71754,Margaret's Museum,mort ransen,0.0,0.0,1995,0.0,0.0
43612,Le Bonheur est dans le pré,etienne chatiliez,13365000.0,0.0,1995,0.0,-13365000.0
51352,Anne Frank Remembered,jon blair,0.0,1.0,1995,0.0,1.0
16934,The Young Poisoner's Handbook,benjamin ross,0.0,0.0,1995,0.0,0.0
10324,If Lucy Fell,eric schaeffer,0.0,0.0,1996,0.0,0.0
78406,Steal Big Steal Little,andrew davis,25000000.0,6278139.0,1995,0.25112556,-18721861.0
55731,Race the Sun,charles t. kanganis,0.0,0.0,1996,0.0,0.0
32119,The Boys of St. Vincent,john n. smith,0.0,0.0,1992,0.0,0.0
11066,Boomerang,reginald hudlin,40000000.0,70100000.0,1992,1.7525,30100000.0
11104,重慶森林,wong kar-wai,0.0,0.0,1994,0.0,0.0
37975,L'uomo delle stelle,giuseppe tornatore,0.0,0.0,1995,0.0,0.0
2074,Flirting with Disaster,david o. russell,7000000.0,14702438.0,1996,2.100348285714286,7702438.0
27793,The NeverEnding Story III,peter macdonald,17000000.0,0.0,1994,0.0,-17000000.0
44284,صمت القصور,moufida tlatli,0.0,0.0,1994,0.0,0.0
290157,Jupiter's Wife,michel negroponte,0.0,0.0,1995,0.0,0.0
110972,Pie in the Sky,bryan gordon,0.0,0.0,1996,0.0,0.0
32622,Angela,rebecca miller,0.0,0.0,1995,0.0,0.0
73067,Frankie Starlight,michael lindsay-hogg,0.0,0.0,1995,0.0,0.0
11863,Jade,william friedkin,50000000.0,9851610.0,1995,0.1970322,-40148390.0
55475,Nueba Yol,angel muniz,0.0,0.0,1995,0.0,0.0
124636,Sonic Outlaws,craig baldwin,0.0,0.0,1995,0.0,0.0
9101,Down Periscope,david s. ward,0.0,0.0,1996,0.0,0.0
123360,From the Journals of Jean Seberg,mark rappaport,0.0,0.0,1995,0.0,0.0
5757,Man of the Year,dirk shafer,0.0,209935.0,1995,0.0,209935.0
39428,The Neon Bible,terence davies,0.0,0.0,1995,0.0,0.0
124639,Target,sandip ray,0.0,0.0,1995,0.0,0.0
9302,Up Close & Personal,jon avnet,60000000.0,0.0,1996,0.0,-60000000.0
11000,The Birdcage,mike nichols,31000000.0,185260553.0,1996,5.976146870967742,154260553.0
249882,Gospa,jakov sedlar,0.0,0.0,1995,0.0,0.0
16388,The Brothers McMullen,edward burns,0.0,0.0,1995,0.0,0.0
9737,Bad Boys,michael bay,19000000.0,141407024.0,1995,7.442474947368421,122407024.0
30765,The Amazing Panda Adventure,christopher cain,0.0,0.0,1995,0.0,0.0
10474,The Basketball Diaries,scott kalvert,0.0,0.0,1995,0.0,0.0
22279,An Awfully Big Adventure,mike newell,4000000.0,851545.0,1995,0.21288625,-3148455.0
30157,Amateur,hal hartley,0.0,0.0,1994,0.0,0.0
568,Apollo 13,ron howard,52000000.0,355237933.0,1995,6.831498711538462,303237933.0
11780,Rob Roy,michael caton-jones,28000000.0,31596911.0,1995,1.1284611071428572,3596911.0
34996,The Addiction,abel ferrara,0.0,0.0,1995,0.0,0.0
414,Batman Forever,joel schumacher,100000000.0,336529144.0,1995,3.36529144,236529144.0
649,Belle de jour,luis bunuel,0.0,0.0,1967,0.0,0.0
1873,Beyond Rangoon,john boorman,0.0,0.0,1995,0.0,0.0
5894,Blue in the Face,paul auster,2000000.0,1275000.0,1995,0.6375,-725000.0
5894,Blue in the Face,wayne wang,2000000.0,1275000.0,1995,0.6375,-725000.0
1775,Canadian Bacon,michael moore,11000000.0,178104.0,1995,0.0161912727272727,-10821896.0
8839,Casper,brad silberling,50000000.0,287928194.0,1995,5.75856388,237928194.0
20649,Clockers,spike lee,25000000.0,13071518.0,1995,0.52286072,-11928482.0
10329,Congo,frank marshall,50000000.0,152022101.0,1995,3.04044202,102022101.0
8963,Crimson Tide,tony scott,53000000.0,157387195.0,1995,2.969569716981132,104387195.0
26564,Crumb,terry zwigoff,0.0,3174695.0,1994,0.0,3174695.0
8068,Desperado,robert rodriguez,7000000.0,25405445.0,1995,3.6293492857142855,18405445.0
8512,Devil in a Blue Dress,carl franklin,27000000.0,16140822.0,1995,0.5978082222222222,-10859178.0
1572,Die Hard: With a Vengeance,john mctiernan,90000000.0,366101666.0,1995,4.067796288888889,276101666.0
13552,The Doom Generation,gregg araki,0.0,0.0,1995,0.0,0.0
259209,Feast of July,christopher menaul,0.0,0.0,1995,0.0,0.0
6520,First Knight,jerry zucker,55000000.0,127600435.0,1995,2.320007909090909,72600435.0
9073,Free Willy 2 - The Adventure Home,dwight h. little,0.0,0.0,1995,0.0,0.0
10428,Hackers,iain softley,20000000.0,7563728.0,1995,0.3781864,-12436272.0
17447,Jeffrey,christopher ashley,0.0,0.0,1995,0.0,0.0
9886,Johnny Mnemonic,robert longo,25000000.0,19075720.0,1995,0.7630288,-5924280.0
9482,Judge Dredd,danny cannon,90000000.0,113493481.0,1995,1.2610386777777778,23493481.0
19326,Jury Duty,john fortenberry,0.0,17014653.0,1995,0.0,17014653.0
9344,Kids,larry clark,1500000.0,7412216.0,1995,4.941477333333333,5912216.0
9071,Living in Oblivion,tom dicillo,500000.0,1148752.0,1995,2.297504,648752.0
8973,Lord of Illusions,clive barker,0.0,0.0,1995,0.0,0.0
15730,Love & Human Remains,denys arcand,0.0,0.0,1993,0.0,0.0
47608,Mad Love,antonia bird,0.0,15453274.0,1995,0.0,15453274.0
2293,Mallrats,kevin smith,6000000.0,2122561.0,1995,0.3537601666666666,-3877439.0
9070,Mighty Morphin Power Rangers: The Movie,bryan spicer,15000000.0,66000000.0,1995,4.4,51000000.0
68274,Moonlight and Valentino,david anspaugh,0.0,0.0,1995,0.0,0.0
48787,Mute Witness,anthony waller,2.0,1.0,1995,0.5,-1.0
34574,Nadja,michael almereyda,0.0,0.0,1994,0.0,0.0
1642,The Net,irwin winkler,22000000.0,110627965.0,1995,5.028543863636363,88627965.0
11472,Nine Months,chris columbus,0.0,69660733.0,1995,0.0,69660733.0
36196,Party Girl,daisy von scherler mayer,150000.0,472370.0,1995,3.1491333333333333,322370.0
11980,The Prophecy,gregory widen,8.0,16.0,1995,2.0,8.0
58372,Reckless,norman rene,0.0,0.0,1995,0.0,0.0
32646,Safe,todd haynes,0.0,0.0,1995,0.0,0.0
10533,The Scarlet Letter,roland joffe,50000000.0,10382407.0,1995,0.20764814,-39617593.0
10802,Showgirls,paul verhoeven,45000000.0,20350754.0,1995,0.4522389777777778,-24649246.0
10149,Smoke,wayne wang,7000000.0,8349430.0,1995,1.1927757142857145,1349430.0
10149,Smoke,paul auster,7000000.0,8349430.0,1995,1.1927757142857145,1349430.0
18402,Something to Talk About,lasse hallstrom,0.0,50892160.0,1995,0.0,50892160.0
9348,Species,roger donaldson,35000000.0,113374103.0,1995,3.2392600857142857,78374103.0
139408,The Stars Fell on Henrietta,james keach,0.0,0.0,1995,0.0,0.0
281,Strange Days,kathryn bigelow,42000000.0,7959291.0,1995,0.1895069285714285,-34040709.0
5967,Les parapluies de Cherbourg,jacques demy,0.0,0.0,1964,0.0,0.0
79593,The Tie That Binds,wesley strick,14000000.0,5780000.0,1995,0.4128571428571428,-8220000.0
47939,Three Wishes,martha coolidge,0.0,7025496.0,1995,0.0,7025496.0
36834,Total Eclipse,agnieszka holland,0.0,339889.0,1995,0.0,339889.0
9090,"To Wong Foo, Thanks for Everything! Julie Newmar",beeban kidron,0.0,47774193.0,1995,0.0,47774193.0
3512,Under Siege 2: Dark Territory,geoff murphy,60000000.0,104324083.0,1995,1.738734716666667,44324083.0
52856,Unstrung Heroes,diane keaton,0.0,0.0,1995,0.0,0.0
77350,Unzipped,douglas keeve,0.0,0.0,1995,0.0,0.0
9560,A Walk in the Clouds,alfonso arau,20000000.0,50012507.0,1995,2.50062535,30012507.0
9804,Waterworld,kevin reynolds,175000000.0,264218220.0,1995,1.5098184,89218220.0
31611,White Man's Burden,desmond nakano,8000000.0,0.0,1995,0.0,-8000000.0
65796,Wild Bill,walter hill,30000000.0,0.0,1995,0.0,-30000000.0
49805,The Browning Version,mike figgis,0.0,0.0,1994,0.0,0.0
26258,Bushwhacked,greg beeman,0.0,0.0,1995,0.0,0.0
50797,Утомлённые солнцем,nikita mikhalkov,2800000.0,2616503.0,1994,0.9344653571428572,-183497.0
19155,Before the Rain,milco mancevski,0.0,763847.0,1994,0.0,763847.0
76,Before Sunrise,richard linklater,2500000.0,5535405.0,1995,2.214162,3035405.0
11017,Billy Madison,tamra davis,10000000.0,26488734.0,1995,2.6488734,16488734.0
37141,The Babysitter,guy ferland,0.0,0.0,1995,0.0,0.0
9382,Boys on the Side,herbert ross,21000000.0,23450000.0,1995,1.1166666666666667,2450000.0
6715,The Cure,peter horton,0.0,0.0,1995,0.0,0.0
18256,Castle Freak,stuart gordon,0.0,0.0,1995,0.0,0.0
22625,Circle of Friends,pat o'connor,0.0,0.0,1995,0.0,0.0
2292,Clerks,kevin smith,27000.0,3151130.0,1994,116.70851851851852,3124130.0
1909,Don Juan DeMarco,jeremy leven,25000000.0,22200000.0,1994,0.888,-2800000.0
8984,Disclosure,barry levinson,55000000.0,214015089.0,1994,3.891183436363636,159015089.0
61813,Dream Man,rene bonniere,0.0,0.0,1995,0.0,0.0
4954,Drop Zone,john badham,45000000.0,0.0,1994,0.0,-45000000.0
62488,Destiny Turns on the Radio,jack baran,0.0,0.0,1995,0.0,0.0
10531,Death and the Maiden,roman polanski,0.0,0.0,1994,0.0,0.0
11929,Dolores Claiborne,taylor hackford,0.0,0.0,1995,0.0,0.0
8467,Dumb and Dumber,peter farrelly,16000000.0,247275374.0,1994,15.454710875,231275374.0
8467,Dumb and Dumber,bobby farrelly,16000000.0,247275374.0,1994,15.454710875,231275374.0
10451,飲食男女,ang lee,0.0,7294403.0,1994,0.0,7294403.0
20156,Exotica,atom egoyan,0.0,0.0,1994,0.0,0.0
18395,Exit to Eden,garry marshall,0.0,6841570.0,1994,0.0,6841570.0
522,Ed Wood,tim burton,18000000.0,5887457.0,1994,0.3270809444444444,-12112543.0
397,French Kiss,lawrence kasdan,0.0,0.0,1995,0.0,0.0
10525,Forget Paris,billy crystal,0.0,0.0,1995,0.0,0.0
27985,Far from Home: The Adventures of Yellow Dog,phillip borsos,0.0,0.0,1995,0.0,0.0
15789,A Goofy Movie,kevin lima,0.0,35348597.0,1995,0.0,35348597.0
15789,A Goofy Movie,paul brizzi,0.0,35348597.0,1995,0.0,35348597.0
27303,Hideaway,brett leonard,15000000.0,12201255.0,1995,0.813417,-2798745.0
21183,Fluke,carlo carlei,0.0,0.0,1995,0.0,0.0
10954,Farinelli,gerard corbiau,0.0,0.0,1994,0.0,0.0
47867,Gordy,mark lewis,0.0,3992809.0,1995,0.0,3992809.0
43475,Gumby: The Movie,art clokey,0.0,0.0,1995,0.0,0.0
72031,The Glass Shield,charles burnett,0.0,0.0,1994,0.0,0.0
14275,Hoop Dreams,steve james,700000.0,7830611.0,1994,11.186587142857142,7130611.0
1024,Heavenly Creatures,peter jackson,5000000.0,3049135.0,1994,0.609827,-1950865.0
17207,Houseguest,randall miller,10500000.0,26325256.0,1995,2.507167238095238,15825256.0
13701,Immortal Beloved,bernard rose,120.0,0.0,1994,0.0,-120.0
14819,Heavyweights,steven brill,0.0,17689177.0,1995,0.0,17689177.0
32631,The Hunted,j. f. lawton,0.0,0.0,1995,0.0,0.0
11777,I.Q.,fred schepisi,25000000.0,0.0,1994,0.0,-25000000.0
628,Interview with the Vampire,neil jordan,60000000.0,223664608.0,1994,3.7277434666666656,163664608.0
87729,Jefferson in Paris,james ivory,14000000.0,2474000.0,1995,0.1767142857142857,-11526000.0
18713,The Jerky Boys,james melkonian,0.0,0.0,1995,0.0,0.0
6280,Junior,ivan reitman,60000000.0,37000000.0,1994,0.6166666666666667,-23000000.0
9061,Just Cause,arne glimcher,0.0,0.0,1995,0.0,0.0
37108,A Kid in King Arthur's Court,michael gottlieb,0.0,0.0,1995,0.0,0.0
6071,Kiss of Death,barbet schroeder,40000000.0,0.0,1995,0.0,-40000000.0
11,Star Wars,george lucas,11000000.0,775398007.0,1977,70.49072790909091,764398007.0
9587,Little Women,gillian armstrong,18000000.0,0.0,1994,0.0,-18000000.0
19101,A Little Princess,alfonso cuaron,17000000.0,0.0,1995,0.0,-17000000.0
49980,Ladybird Ladybird,ken loach,0.0,0.0,1994,0.0,0.0
17961,L'Enfer,claude chabrol,10000000.0,0.0,1994,0.0,-10000000.0
18183,Como agua para chocolate,alfonso arau,2000000.0,21665468.0,1992,10.832734,19665468.0
4476,Legends of the Fall,edward zwick,30000000.0,160638883.0,1994,5.354629433333334,130638883.0
11008,Major Payne,nick castle,0.0,0.0,1995,0.0,0.0
47504,Little Odessa,james gray,0.0,0.0,1994,0.0,0.0
32325,Mi Vida Loca,allison anders,0.0,0.0,1994,0.0,0.0
43742,Love Affair,glenn gordon caron,60000000.0,0.0,1994,0.0,-60000000.0
28313,Losing Isaiah,stephen gyllenhaal,17000000.0,7603766.0,1995,0.4472803529411764,-9396234.0
11318,The Madness of King George,nicholas hytner,0.0,0.0,1994,0.0,0.0
3036,Frankenstein,kenneth branagh,45000000.0,112006296.0,1994,2.4890288,67006296.0
40490,Man of the House,james orr,0.0,0.0,1995,0.0,0.0
24070,Mixed Nuts,nora ephron,15000000.0,0.0,1994,0.0,-15000000.0
8986,Milk Money,richard benjamin,0.0,18137661.0,1994,0.0,18137661.0
10510,Miracle on 34th Street,les mayfield,0.0,46264384.0,1994,0.0,46264384.0
17402,Miami Rhapsody,david frankel,6.0,5.0,1995,0.8333333333333334,-1.0
38722,My Family,gregory nava,5500000.0,0.0,1995,0.0,-5500000.0
8438,Murder in the First,marc rocco,0.0,17381942.0,1995,0.0,17381942.0
11593,Nobody's Fool,robert benton,0.0,0.0,1994,0.0,0.0
1945,Nell,michael apted,31000000.0,106683817.0,1994,3.441413451612904,75683817.0
39310,New Jersey Drive,nick gomez,0.0,0.0,1995,0.0,0.0
109560,New York Cop,toru murakawa,0.0,0.0,1993,0.0,0.0
56428,Beyond Bedlam,vadim jean,4800000.0,0.0,1994,0.0,-4800000.0
63105,Nemesis 2 - Nebula,albert pyun,0.0,0.0,1995,0.0,0.0
131957,Nina Takes a Lover,alan jacobs,0.0,0.0,1995,0.0,0.0
241,Natural Born Killers,oliver stone,34000000.0,50282766.0,1994,1.4789048823529412,16282766.0
9058,Only You,norman jewison,0.0,0.0,1994,0.0,0.0
527,Once Were Warriors,lee tamahori,0.0,2201126.0,1994,0.0,2201126.0
18220,Poison Ivy II: Lily,anne goursaud,0.0,0.0,1996,0.0,0.0
6950,Outbreak,wolfgang petersen,50000000.0,189859560.0,1995,3.7971912,139859560.0
101,Léon,luc besson,16000000.0,45284974.0,1994,2.830310875,29284974.0
63020,The Perez Family,mira nair,11000000.0,2832826.0,1995,0.2575296363636363,-8167174.0
2307,A Pyromaniac's Love Story,joshua brand,0.0,0.0,1995,0.0,0.0
680,Pulp Fiction,quentin tarantino,8000000.0,213928762.0,1994,26.74109525,205928762.0
41478,Panther,mario van peebles,0.0,6834525.0,1995,0.0,6834525.0
25296,Pushing Hands,ang lee,400000.0,152322.0,1992,0.380805,-247678.0
40156,Priest,antonia bird,0.0,4176932.0,1994,0.0,4176932.0
11450,Quiz Show,robert redford,0.0,0.0,1994,0.0,0.0
30304,Picture Bride,kayo hatta,0.0,0.0,1995,0.0,0.0
10452,La Reine Margot,patrice chereau,0.0,0.0,1994,0.0,0.0
12106,The Quick and the Dead,sam raimi,32000000.0,18552460.0,1995,0.579764375,-13447540.0
161495,Roommates,peter yates,22000000.0,12400000.0,1995,0.5636363636363636,-9600000.0
3586,Prêt-à-Porter,robert altman,15000000.0,11300653.0,1994,0.7533768666666667,-3699347.0
110,Trois couleurs : Rouge,krzysztof kieslowski,0.0,0.0,1994,0.0,0.0
108,Trois couleurs : Bleu,krzysztof kieslowski,0.0,0.0,1993,0.0,0.0
109,Trois couleurs : Blanc,krzysztof kieslowski,0.0,0.0,1994,0.0,0.0
159185,Pao Da Shuang Deng,he ping,0.0,0.0,1994,0.0,0.0
36357,Rent-a-Kid,fred gerber,0.0,0.0,1995,0.0,0.0
92769,Relative Fear,george mihalka,0.0,0.0,1995,0.0,0.0
28033,Stuart Saves His Family,harold ramis,0.0,0.0,1995,0.0,0.0
22586,The Swan Princess,richard rich,35000000.0,9771658.0,1994,0.2791902285714285,-25228342.0
14334,The Secret of Roan Inish,john sayles,0.0,0.0,1994,0.0,0.0
2636,The Specialist,luis llosa,45000000.0,170362582.0,1994,3.785835155555556,125362582.0
2164,Stargate,roland emmerich,55000000.0,196567262.0,1994,3.5739502181818184,141567262.0
11395,The Santa Clause,john pasquin,22000000.0,189833357.0,1994,8.628788954545454,167833357.0
278,The Shawshank Redemption,frank darabont,25000000.0,28341469.0,1994,1.13365876,3341469.0
9905,Shallow Grave,danny boyle,0.0,0.0,1994,0.0,0.0
87078,Suture,scott mcgehee,0.0,102780.0,1993,0.0,102780.0
87078,Suture,david siegel,0.0,102780.0,1993,0.0,102780.0
12527,Fresa y chocolate,tomas gutierrez alea,0.0,0.0,1993,0.0,0.0
12527,Fresa y chocolate,juan carlos tabio,0.0,0.0,1993,0.0,0.0
20306,Swimming with Sharks,george huang,0.0,0.0,1994,0.0,0.0
36614,The Sum of Us,kevin dowling,32.0,0.0,1994,0.0,-32.0
36614,The Sum of Us,geoff burton,32.0,0.0,1994,0.0,-32.0
27993,Senior Trip,kelly makin,0.0,0.0,1995,0.0,0.0
31439,活着,zhang yimou,0.0,0.0,1994,0.0,0.0
9067,Tank Girl,rachel talalay,25000000.0,4064495.0,1995,0.1625798,-20935505.0
9059,Tales from the Crypt: Demon Knight,ernest r. dickerson,0.0,0.0,1995,0.0,0.0
193,Star Trek: Generations,david carson,38000000.0,120000000.0,1994,3.1578947368421053,82000000.0
25066,Tales from the Hood,rusty cundieff,6000000.0,12000000.0,1995,2.0,6000000.0
